chr	start	end	strand	gene_id	gene_name
chr11	95756959	95757442	-	ENSG00000273600.1	ENSG00000273600
chr11	95768953	95790409	-	ENSG00000077458.13	FAM76B
chr11	95789965	95832693	+	ENSG00000166037.11	CEP57
chr11	95821766	95925315	-	ENSG00000087053.20	MTMR2
chr11	95840017	95840124	-	ENSG00000222578.1	RNA5SP345
chr11	95963219	95963624	+	ENSG00000242993.1	RPL32P25
chr11	95976598	96343195	-	ENSG00000184384.14	MAML2
chr11	96092374	96137827	+	ENSG00000285921.1	ENSG00000285921
chr11	96341438	96341526	+	ENSG00000266192.3	MIR1260B
chr11	96349241	96389956	-	ENSG00000149231.16	CCDC82
chr11	96389989	96507574	+	ENSG00000183340.7	JRKL
chr11	96447132	96506826	-	ENSG00000255679.1	JRKL-AS1
chr11	96474572	96474692	-	ENSG00000200411.1	RNA5SP346
chr11	96508425	96514748	+	ENSG00000256684.1	LINC02737
chr11	96590317	96985810	+	ENSG00000254587.2	ENSG00000254587
chr11	96642671	96643225	-	ENSG00000255376.1	ENSG00000255376
chr11	97000274	97000711	-	ENSG00000255205.1	MED28P5
chr11	97086160	97086682	-	ENSG00000270753.1	ENSG00000270753
chr11	97222644	97259987	-	ENSG00000255039.1	LINC02553
chr11	97657464	97657582	+	ENSG00000199315.1	RNA5SP347
chr11	97878475	97959558	-	ENSG00000255502.6	LINC02713
chr11	97908253	97908537	-	ENSG00000254555.1	ENSG00000254555
chr11	98130239	98131198	-	ENSG00000255380.1	ENSG00000255380
chr11	98565074	98566827	-	ENSG00000254939.1	ENSG00000254939
chr11	98676391	98683735	+	ENSG00000254599.1	ENSG00000254599
chr11	98938912	98945079	-	ENSG00000254830.1	ENSG00000254830
chr11	99020949	100358885	+	ENSG00000149972.12	CNTN5
chr11	99120176	99120490	+	ENSG00000223269.1	RN7SKP53
chr11	100336856	100337625	+	ENSG00000255547.1	RPA2P3
chr11	100641975	100642273	-	ENSG00000242165.3	RN7SL222P
chr11	100666459	100666962	+	ENSG00000255059.1	PPIAP43
chr11	100684162	100687955	-	ENSG00000248027.1	ARHGAP42-AS1
chr11	100687288	100993941	+	ENSG00000165895.19	ARHGAP42
chr11	100839630	100839946	+	ENSG00000200047.1	RN7SKP115
chr11	101029624	101129813	-	ENSG00000082175.16	PGR
chr11	101129077	101209591	+	ENSG00000282728.1	PGR-AS1
chr11	101208905	101209450	+	ENSG00000255504.2	ENSG00000255504
chr11	101451564	101872562	-	ENSG00000137672.13	TRPC6
chr11	101519820	101519905	-	ENSG00000263885.1	MIR3920
chr11	101584295	101595156	+	ENSG00000254506.1	ENSG00000254506
chr11	101765935	101769961	-	ENSG00000254534.1	ENSG00000254534
chr11	101890674	101916522	-	ENSG00000187151.7	ANGPTL5
chr11	101915010	102001062	+	ENSG00000110318.15	CEP126
chr11	102047437	102084554	+	ENSG00000137691.13	CFAP300
chr11	102057854	102057960	+	ENSG00000274097.1	RNA5SP535
chr11	102107886	102109842	+	ENSG00000260008.1	ENSG00000260008
chr11	102109827	102110457	-	ENSG00000277459.1	ENSG00000277459
chr11	102110447	102233424	+	ENSG00000137693.14	YAP1
chr11	102229851	102230922	-	ENSG00000254422.1	ENSG00000254422
chr11	102295060	102295806	+	ENSG00000243777.1	ENSG00000243777
chr11	102306112	102306271	+	ENSG00000270868.1	ENSG00000270868
chr11	102308557	102308797	-	ENSG00000271600.1	ENSG00000271600
chr11	102313722	102313829	+	ENSG00000212466.1	RNU6-952P
chr11	102316173	102328586	-	ENSG00000288528.1	ENSG00000288528
chr11	102317450	102339403	+	ENSG00000023445.16	BIRC3
chr11	102346213	102347187	-	ENSG00000288833.1	ENSG00000288833
chr11	102347211	102378670	+	ENSG00000110330.10	BIRC2
chr11	102396332	102470384	-	ENSG00000152558.15	TMEM123
chr11	102452919	102462008	+	ENSG00000255337.1	TMEM123-DT
chr11	102467255	102498801	+	ENSG00000255482.1	ENSG00000255482
chr11	102520508	102530750	-	ENSG00000137673.9	MMP7
chr11	102576832	102625332	-	ENSG00000137674.4	MMP20
chr11	102606916	102628070	+	ENSG00000256916.1	ENSG00000256916
chr11	102641095	102683913	+	ENSG00000281655.2	ENSG00000281655
chr11	102691487	102705769	-	ENSG00000137675.5	MMP27
chr11	102711796	102727050	-	ENSG00000118113.12	MMP8
chr11	102746968	102836766	+	ENSG00000255282.6	WTAPP1
chr11	102751070	102754943	-	ENSG00000225678.2	ENSG00000225678
chr11	102766801	102767927	-	ENSG00000256254.1	ENSG00000256254
chr11	102770502	102780628	-	ENSG00000166670.10	MMP10
chr11	102789401	102798160	-	ENSG00000196611.6	MMP1
chr11	102806948	102807916	-	ENSG00000256035.1	ENSG00000256035
chr11	102835801	102843609	-	ENSG00000149968.12	MMP3
chr11	102862736	102874982	-	ENSG00000262406.3	MMP12
chr11	102880492	102880846	+	ENSG00000255469.1	BOLA3P1
chr11	102903892	102903953	-	ENSG00000238562.1	RNU7-159P
chr11	102942995	102955732	-	ENSG00000137745.13	MMP13
chr11	102963460	102966628	-	ENSG00000276521.1	ENSG00000276521
chr11	103045237	103045712	+	ENSG00000239861.1	ENSG00000239861
chr11	103050686	103092194	-	ENSG00000137692.12	DCUN1D5
chr11	103050687	103055799	-	ENSG00000260966.1	ENSG00000260966
chr11	103109410	103479863	+	ENSG00000187240.17	DYNC2H1
chr11	103252217	103293705	-	ENSG00000285878.1	ENSG00000285878
chr11	103402013	103402586	-	ENSG00000254895.2	MTCO3P15
chr11	103402588	103403422	-	ENSG00000254931.2	MTATP6P15
chr11	103403512	103404167	-	ENSG00000255417.1	MTCO2P15
chr11	103404309	103405834	-	ENSG00000255350.1	MTCO1P15
chr11	103406213	103407241	-	ENSG00000254565.1	MTND2P26
chr11	103407441	103408376	-	ENSG00000253245.2	MTND1P36
chr11	103409580	103409657	-	ENSG00000254824.1	ENSG00000254824
chr11	103675994	103895271	-	ENSG00000254987.1	ENSG00000254987
chr11	103849906	103849980	+	ENSG00000264200.1	MIR4693
chr11	103907189	104164379	-	ENSG00000170962.13	PDGFD
chr11	103945548	103946546	+	ENSG00000255548.1	ENSG00000255548
chr11	104036640	104039196	+	ENSG00000170967.5	DDI1
chr11	104252591	104252651	+	ENSG00000280773.2	ENSG00000280773
chr11	104445868	104609498	-	ENSG00000256422.7	LINC02552
chr11	104682383	104682581	-	ENSG00000270449.1	ENSG00000270449
chr11	104873264	104873417	+	ENSG00000254569.1	ENSG00000254569
chr11	104885718	104898670	-	ENSG00000204403.10	CASP12
chr11	104901549	104919073	-	ENSG00000235505.8	CASP4LP
chr11	104942866	104969366	-	ENSG00000196954.14	CASP4
chr11	104975356	104976116	-	ENSG00000284715.1	ENSG00000284715
chr11	104994235	105023168	-	ENSG00000137757.11	CASP5
chr11	105025397	105035250	-	ENSG00000137752.25	CASP1
chr11	105041326	105101431	-	ENSG00000204397.10	CARD16
chr11	105055567	105055666	-	ENSG00000288255.1	ENSG00000288255
chr11	105063345	105071541	-	ENSG00000254750.1	CASP1P2
chr11	105092469	105101431	-	ENSG00000255221.4	CARD17
chr11	105122661	105123339	-	ENSG00000255430.1	CASP1P1
chr11	105137714	105531697	-	ENSG00000255501.3	CARD18
chr11	105181864	105184037	+	ENSG00000289383.1	ENSG00000289383
chr11	105194440	105194946	-	ENSG00000254767.1	OR2AL1P
chr11	105246880	105247060	-	ENSG00000255336.1	ENSG00000255336
chr11	105352670	105352956	-	ENSG00000278640.1	Metazoa_SRP
chr11	105609994	105982092	+	ENSG00000152578.13	GRIA4
chr11	105706299	105707937	+	ENSG00000255403.1	HSPD1P13
chr11	105824634	105824770	+	ENSG00000222663.1	RNU4-55P
chr11	105974826	105974931	-	ENSG00000252081.1	RNU6-277P
chr11	105995185	105999213	+	ENSG00000285813.1	ENSG00000285813
chr11	105995623	106022403	-	ENSG00000170903.12	MSANTD4
chr11	106051098	106077459	-	ENSG00000182359.15	KBTBD3
chr11	106075501	106098699	+	ENSG00000149313.11	AASDHPPT
chr11	106085990	106101975	-	ENSG00000254433.1	ENSG00000254433
chr11	106106398	106107356	-	ENSG00000287846.1	ENSG00000287846
chr11	106112459	106132116	-	ENSG00000254580.1	LINC02719
chr11	106241974	106260146	-	ENSG00000286345.1	ENSG00000286345
chr11	106250019	106264905	+	ENSG00000254811.5	ENSG00000254811
chr11	106310045	106311791	+	ENSG00000255065.1	ENSG00000255065
chr11	106465985	106469296	+	ENSG00000287802.1	ENSG00000287802
chr11	106579494	106604394	-	ENSG00000289232.1	ENSG00000289232
chr11	106674019	107018476	-	ENSG00000152402.11	GUCY1A2
chr11	106824025	106824954	+	ENSG00000274584.1	ENSG00000274584
chr11	106826392	106827890	-	ENSG00000213252.3	ENSG00000213252
chr11	107176286	107177530	+	ENSG00000255353.1	ASS1P13
chr11	107312132	107316271	-	ENSG00000261098.1	ENSG00000261098
chr11	107326360	107457825	-	ENSG00000152404.16	CWF19L2
chr11	107403404	107404589	-	ENSG00000225215.1	SMARCE1P1
chr11	107502727	107565742	-	ENSG00000137760.15	ALKBH8
chr11	107585901	107586903	-	ENSG00000270969.1	ENSG00000270969
chr11	107591091	107666779	+	ENSG00000110675.13	ELMOD1
chr11	107600379	107600868	-	ENSG00000255483.1	ENSG00000255483
chr11	107642887	107643871	-	ENSG00000254758.1	ENSG00000254758
chr11	107707378	107719693	-	ENSG00000170290.4	SLN
chr11	107736009	107738718	-	ENSG00000254702.1	ENSG00000254702
chr11	107790991	107928293	-	ENSG00000110660.15	SLC35F2
chr11	107908420	107908764	+	ENSG00000240652.1	ENSG00000240652
chr11	107928448	107963482	+	ENSG00000179331.3	RAB39A
chr11	108008678	108009282	-	ENSG00000288012.1	ENSG00000288012
chr11	108008898	108107761	+	ENSG00000166266.14	CUL5
chr11	108084913	108085014	+	ENSG00000200855.1	Y_RNA
chr11	108105074	108121684	-	ENSG00000255467.1	ENSG00000255467
chr11	108116695	108147603	+	ENSG00000075239.14	ACAT1
chr11	108142458	108150381	-	ENSG00000285696.1	ENSG00000285696
chr11	108157215	108222638	-	ENSG00000149308.17	NPAT
chr11	108223044	108369102	+	ENSG00000149311.20	ATM
chr11	108229503	108229604	-	ENSG00000206967.1	Y_RNA
chr11	108308519	108467531	-	ENSG00000166323.13	C11orf65
chr11	108472112	108498384	-	ENSG00000178202.13	POGLUT3
chr11	108505435	108593768	-	ENSG00000110723.12	EXPH5
chr11	108665058	108940999	+	ENSG00000178105.12	DDX10
chr11	108690289	108690956	-	ENSG00000240698.1	RPS2P39
chr11	108727741	108730104	-	ENSG00000254730.1	ENSG00000254730
chr11	108822333	108822650	-	ENSG00000255379.1	CYCSP29
chr11	108957718	108959797	+	ENSG00000203334.5	ENSG00000203334
chr11	109002465	109037967	-	ENSG00000255528.1	ENSG00000255528
chr11	109005517	109005623	+	ENSG00000201243.1	RNU6-654P
chr11	109120878	109120986	-	ENSG00000200613.1	RNA5SP349
chr11	109263494	109263564	-	ENSG00000264997.1	SNORD39
chr11	109355085	109583907	-	ENSG00000255028.5	ENSG00000255028
chr11	109422190	109429167	+	ENSG00000185742.7	C11orf87
chr11	109486968	109487424	-	ENSG00000254890.1	ENSG00000254890
chr11	109637468	109638128	-	ENSG00000254482.1	ENSG00000254482
chr11	109741625	109823893	-	ENSG00000254659.3	LINC02715
chr11	109803905	110088184	-	ENSG00000289465.1	ENSG00000289465
chr11	109864295	110296712	-	ENSG00000137710.17	RDX
chr11	109907004	109907741	-	ENSG00000254798.1	TFAMP2
chr11	109946581	109975996	+	ENSG00000287245.1	ENSG00000287245
chr11	109982192	109983043	+	ENSG00000224776.3	RPSAP50
chr11	109985243	109985660	-	ENSG00000270423.1	ENSG00000270423
chr11	110049528	110050160	+	ENSG00000255210.1	ENSG00000255210
chr11	110093392	110171841	+	ENSG00000149289.11	ZC3H12C
chr11	110355130	110407613	+	ENSG00000254416.6	LINC02732
chr11	110429948	110464884	+	ENSG00000137714.3	FDX1
chr11	110577042	110713189	-	ENSG00000137727.13	ARHGAP20
chr11	110788026	110788976	-	ENSG00000233497.4	HNRNPA1P60
chr11	110876994	110877177	-	ENSG00000255149.1	ENSG00000255149
chr11	111013452	111027636	+	ENSG00000287556.1	ENSG00000287556
chr11	111040098	111040208	-	ENSG00000200168.1	RNA5SP350
chr11	111089870	111090368	-	ENSG00000271390.1	ENSG00000271390
chr11	111091932	111179641	-	ENSG00000271584.2	LINC02550
chr11	111097155	111106001	+	ENSG00000287028.1	ENSG00000287028
chr11	111105547	111105895	-	ENSG00000239354.1	RPS17P15
chr11	111107060	111107750	-	ENSG00000270202.1	ENSG00000270202
chr11	111245725	111286401	+	ENSG00000150750.9	C11orf53
chr11	111290787	111305498	-	ENSG00000196167.10	COLCA1
chr11	111298546	111308735	+	ENSG00000214290.9	COLCA2
chr11	111320379	111323816	+	ENSG00000288097.1	ENSG00000288097
chr11	111347757	111347824	+	ENSG00000264032.1	MIR4491
chr11	111352255	111455630	-	ENSG00000110777.12	POU2AF1
chr11	111383092	111383219	+	ENSG00000253099.1	RNU2-60P
chr11	111414242	111418186	-	ENSG00000255428.1	ENSG00000255428
chr11	111448450	111475397	+	ENSG00000255093.2	ENSG00000255093
chr11	111467526	111514367	-	ENSG00000137707.14	BTG4
chr11	111510600	111513888	+	ENSG00000286028.1	ENSG00000286028
chr11	111512938	111513021	+	ENSG00000207811.3	MIR34B
chr11	111513439	111513515	+	ENSG00000207562.3	MIR34C
chr11	111514043	111526755	-	ENSG00000254980.1	ENSG00000254980
chr11	111514778	111537043	+	ENSG00000183644.14	HOATZ
chr11	111540280	111561745	+	ENSG00000204381.12	LAYN
chr11	111602449	111730855	+	ENSG00000170145.5	SIK2
chr11	111670956	111672404	-	ENSG00000235286.1	ENSG00000235286
chr11	111683111	111683424	+	ENSG00000223324.1	RN7SKP273
chr11	111726908	111766389	-	ENSG00000137713.16	PPP2R1B
chr11	111768668	111778360	-	ENSG00000254990.6	ENSG00000254990
chr11	111782195	111871581	-	ENSG00000086848.15	ALG9
chr11	111786286	111879425	-	ENSG00000258529.5	ENSG00000258529
chr11	111817214	111829212	-	ENSG00000254450.1	ALG9-IT1
chr11	111864254	111864460	+	ENSG00000254949.1	GNG5P3
chr11	111874056	111881243	-	ENSG00000255561.7	FDXACB1
chr11	111878935	111885975	+	ENSG00000137720.8	C11orf1
chr11	111889199	111889474	-	ENSG00000176343.5	RPL37AP8
chr11	111908564	111923722	-	ENSG00000109846.9	CRYAB
chr11	111912734	111914093	+	ENSG00000170276.6	HSPB2
chr11	111912736	111926871	+	ENSG00000254445.1	HSPB2-C11orf52
chr11	111918032	111926871	+	ENSG00000149300.10	C11orf52
chr11	111927144	112022653	+	ENSG00000150764.14	DIXDC1
chr11	111928400	111928508	+	ENSG00000238965.1	RNA5SP351
chr11	111945639	111946892	-	ENSG00000255286.2	ENSG00000255286
chr11	112015307	112016124	+	ENSG00000255334.1	ENSG00000255334
chr11	112025408	112064404	+	ENSG00000150768.17	DLAT
chr11	112029858	112030367	-	ENSG00000230911.1	PPIHP1
chr11	112032499	112032598	-	ENSG00000238444.1	RNU6-893P
chr11	112036627	112036863	-	ENSG00000271025.1	ENSG00000271025
chr11	112063218	112074274	-	ENSG00000150773.12	PIH1D2
chr11	112074086	112085150	+	ENSG00000150776.18	NKAPD1
chr11	112084800	112086798	-	ENSG00000150779.12	TIMM8B
chr11	112086824	112120016	+	ENSG00000204370.13	SDHD
chr11	112086903	112193805	+	ENSG00000255292.9	ENSG00000255292
chr11	112143253	112164096	-	ENSG00000150782.12	IL18
chr11	112165197	112172606	-	ENSG00000254638.1	ENSG00000254638
chr11	112167372	112172556	+	ENSG00000150783.10	TEX12
chr11	112175510	112224699	+	ENSG00000197580.13	BCO2
chr11	112180773	112183191	+	ENSG00000214264.4	KCTD9P4
chr11	112208601	112208898	+	ENSG00000255231.1	MRPS36P4
chr11	112218326	112218720	+	ENSG00000243930.1	RPS12P21
chr11	112226367	112269955	+	ENSG00000150787.8	PTS
chr11	112235371	112236025	-	ENSG00000243250.1	RPS6P16
chr11	112248153	112260860	-	ENSG00000188771.5	PLET1
chr11	112260265	112261396	+	ENSG00000268472.2	ENSG00000268472
chr11	112267290	112268371	-	ENSG00000213234.4	ST13P10
chr11	112270749	112362534	+	ENSG00000250303.5	LINC02762
chr11	112352556	112352662	-	ENSG00000206772.1	RNU6-44P
chr11	112393118	112624567	+	ENSG00000254968.7	LINC02763
chr11	112461468	112461920	-	ENSG00000213233.5	RPL23AP62
chr11	112534220	112555802	-	ENSG00000255484.2	LINC02764
chr11	112602354	112602452	-	ENSG00000212397.1	ENSG00000212397
chr11	112637324	112761375	+	ENSG00000285769.3	ENSG00000285769
chr11	112698772	112721151	-	ENSG00000287006.1	ENSG00000287006
chr11	112787304	112795854	+	ENSG00000254626.1	ENSG00000254626
chr11	112822806	112835124	-	ENSG00000288070.1	ENSG00000288070
chr11	112959279	112963460	-	ENSG00000247416.5	ENSG00000247416
chr11	112961247	113278436	+	ENSG00000149294.17	NCAM1
chr11	112977353	112977420	+	ENSG00000238998.1	RNU7-187P
chr11	113265137	113274032	-	ENSG00000227487.4	NCAM1-AS1
chr11	113278250	113314482	-	ENSG00000255129.7	TTC12-DT
chr11	113314579	113383544	+	ENSG00000149292.17	TTC12
chr11	113368478	113369117	+	ENSG00000270179.1	ENSG00000270179
chr11	113387779	113400416	+	ENSG00000170209.5	ANKK1
chr11	113405321	113412117	+	ENSG00000256757.1	ENSG00000256757
chr11	113409605	113475691	-	ENSG00000149295.14	DRD2
chr11	113450023	113450088	-	ENSG00000265140.1	MIR4301
chr11	113687547	113706373	-	ENSG00000166682.13	TMPRSS5
chr11	113711720	113712398	+	ENSG00000256091.1	MTRF1LP1
chr11	113733187	113773735	-	ENSG00000086827.9	ZW10
chr11	113751116	113751286	-	ENSG00000243353.1	RPS29P19
chr11	113769660	113769994	+	ENSG00000257070.1	ENSG00000257070
chr11	113770393	113771691	-	ENSG00000256603.1	ENSG00000256603
chr11	113779796	113780485	+	ENSG00000228607.3	CLDN25
chr11	113789231	113791366	+	ENSG00000256167.1	ATF4P4
chr11	113789242	113790027	+	ENSG00000255870.1	ENSG00000255870
chr11	113791466	113791752	+	ENSG00000257101.1	LRRC37A13P
chr11	113797874	113875570	-	ENSG00000048028.11	USP28
chr11	113818077	113822458	+	ENSG00000256452.1	ENSG00000256452
chr11	113820856	113821885	-	ENSG00000255710.2	ENSG00000255710
chr11	113859346	113859449	+	ENSG00000201687.1	RNU6-1107P
chr11	113904796	113949079	+	ENSG00000149305.8	HTR3B
chr11	113975075	113990313	+	ENSG00000166736.12	HTR3A
chr11	114057969	114059441	-	ENSG00000289230.1	ENSG00000289230
chr11	114059041	114256765	+	ENSG00000109906.15	ZBTB16
chr11	114159791	114161166	-	ENSG00000286463.1	ENSG00000286463
chr11	114210616	114356571	-	ENSG00000256947.1	ENSG00000256947
chr11	114257787	114313536	+	ENSG00000166741.8	NNMT
chr11	114343052	114396219	-	ENSG00000256195.3	ENSG00000256195
chr11	114391443	114400511	-	ENSG00000180425.11	C11orf71
chr11	114400030	114414203	+	ENSG00000076053.12	RBM7
chr11	114400682	114443932	+	ENSG00000255663.1	ENSG00000255663
chr11	114439435	114450279	+	ENSG00000076043.11	REXO2
chr11	114453064	114454123	+	ENSG00000256533.1	ENSG00000256533
chr11	114512706	114513431	-	ENSG00000255982.1	NXPE2P1
chr11	114517864	114518371	+	ENSG00000270204.1	ENSG00000270204
chr11	114518934	114559881	-	ENSG00000095110.9	NXPE1
chr11	114527129	114527232	+	ENSG00000238724.1	ENSG00000238724
chr11	114570591	114595786	-	ENSG00000137634.10	NXPE4
chr11	114583253	114584692	+	ENSG00000256674.1	ENSG00000256674
chr11	114678527	114707069	+	ENSG00000204361.10	NXPE2
chr11	115128218	115128373	-	ENSG00000252870.1	ENSG00000252870
chr11	115169218	115504957	-	ENSG00000182985.18	CADM1
chr11	115332529	115333418	-	ENSG00000287897.1	ENSG00000287897
chr11	115333577	115340262	+	ENSG00000256972.1	ENSG00000256972
chr11	115363629	115377931	+	ENSG00000255580.1	ENSG00000255580
chr11	115396756	115397658	+	ENSG00000256315.1	ENSG00000256315
chr11	115532322	115532953	-	ENSG00000256281.1	ENSG00000256281
chr11	115538869	115539384	-	ENSG00000257087.1	ENSG00000257087
chr11	115578049	115578243	+	ENSG00000255903.2	RPL12P46
chr11	115582283	115606307	+	ENSG00000255689.2	ENSG00000255689
chr11	115627082	115627185	-	ENSG00000239153.1	ENSG00000239153
chr11	115628065	115629743	+	ENSG00000255599.1	ENSG00000255599
chr11	115638563	115646962	+	ENSG00000260254.1	ENSG00000260254
chr11	115659168	115661417	+	ENSG00000279771.1	ENSG00000279771
chr11	115659658	115843146	+	ENSG00000256717.1	LINC02698
chr11	115731942	115734742	-	ENSG00000279818.1	ENSG00000279818
chr11	115734848	115756926	+	ENSG00000288020.1	ENSG00000288020
chr11	115753889	115760646	-	ENSG00000246100.5	LINC00900
chr11	115920248	115943181	+	ENSG00000257067.6	LINC02703
chr11	115950196	115950801	-	ENSG00000244259.1	ENSG00000244259
chr11	115951105	115951491	-	ENSG00000239600.1	ENSG00000239600
chr11	116496899	116500630	-	ENSG00000236437.1	LINC02151
chr11	116609995	116610094	-	ENSG00000278945.1	ENSG00000278945
chr11	116639422	116658295	+	ENSG00000237937.6	LINC02702
chr11	116748170	116772987	-	ENSG00000137656.12	BUD13
chr11	116773389	116774205	+	ENSG00000226645.1	BUD13-DT
chr11	116773799	116788039	-	ENSG00000109917.11	ZPR1
chr11	116789367	116792420	-	ENSG00000110243.12	APOA5
chr11	116813204	116814003	-	ENSG00000236267.1	ENSG00000236267
chr11	116820645	116821541	+	ENSG00000285513.1	ENSG00000285513
chr11	116820700	116823304	-	ENSG00000110244.7	APOA4
chr11	116829706	116833072	+	ENSG00000110245.12	APOC3
chr11	116835751	116837622	-	ENSG00000118137.10	APOA1
chr11	116836117	116856018	+	ENSG00000235910.2	APOA1-AS
chr11	116843402	117098437	-	ENSG00000160584.17	SIK3
chr11	117015897	117015992	+	ENSG00000200537.1	RNY4P6
chr11	117035797	117036051	-	ENSG00000234268.1	ENSG00000234268
chr11	117098987	117108170	+	ENSG00000224077.1	ENSG00000224077
chr11	117117794	117119181	-	ENSG00000225236.1	ENSG00000225236
chr11	117135528	117138582	+	ENSG00000254851.1	ENSG00000254851
chr11	117143891	117144191	-	ENSG00000254678.1	ENSG00000254678
chr11	117144284	117176894	+	ENSG00000168092.14	PAFAH1B2
chr11	117178736	117197445	+	ENSG00000149577.16	SIDT2
chr11	117199370	117207464	+	ENSG00000149591.17	TAGLN
chr11	117204337	117232525	-	ENSG00000160613.15	PCSK7
chr11	117204967	117210292	+	ENSG00000280143.1	ENSG00000280143
chr11	117232625	117286454	+	ENSG00000167257.11	RNF214
chr11	117263799	117263952	+	ENSG00000252992.1	ENSG00000252992
chr11	117285232	117316259	-	ENSG00000186318.18	BACE1
chr11	117288453	117293578	+	ENSG00000278768.3	BACE1-AS
chr11	117297005	117297328	-	ENSG00000276505.1	ENSG00000276505
chr11	117314557	117413266	+	ENSG00000110274.16	CEP164
chr11	117316362	117328038	-	ENSG00000250699.1	ENSG00000250699
chr11	117336256	117336631	-	ENSG00000271412.1	PRR13P3
chr11	117427772	117817525	-	ENSG00000177103.15	DSCAML1
chr11	117611101	117612017	-	ENSG00000279586.1	ENSG00000279586
chr11	117668483	117668858	+	ENSG00000270403.1	ENSG00000270403
chr11	117800844	117828698	-	ENSG00000137731.14	FXYD2
chr11	117818443	117821992	+	ENSG00000254844.4	ENSG00000254844
chr11	117820163	117876667	-	ENSG00000255245.4	FXYD6-FXYD2
chr11	117833719	117838942	+	ENSG00000254528.7	ENSG00000254528
chr11	117836976	117877486	-	ENSG00000137726.17	FXYD6
chr11	117900641	117929459	-	ENSG00000137747.16	TMPRSS13
chr11	117986370	118003037	+	ENSG00000110324.12	IL10RA
chr11	118003634	118088299	-	ENSG00000255274.10	SMIM35
chr11	118067237	118067539	+	ENSG00000272075.2	RN7SL828P
chr11	118077012	118121890	+	ENSG00000137648.19	TMPRSS4
chr11	118133377	118152888	-	ENSG00000177098.9	SCN4B
chr11	118162806	118176639	-	ENSG00000149575.9	SCN2B
chr11	118193725	118225094	-	ENSG00000160593.19	JAML
chr11	118208932	118209211	-	ENSG00000255163.1	HSPE1P18
chr11	118226690	118252365	-	ENSG00000160588.10	MPZL3
chr11	118253416	118264536	-	ENSG00000149573.9	MPZL2
chr11	118264593	118266817	+	ENSG00000280032.1	ENSG00000280032
chr11	118304730	118316175	+	ENSG00000198851.10	CD3E
chr11	118322789	118323083	-	ENSG00000254992.1	ENSG00000254992
chr11	118339075	118342705	-	ENSG00000167286.11	CD3D
chr11	118344344	118355161	+	ENSG00000160654.11	CD3G
chr11	118359600	118399211	+	ENSG00000110344.10	UBE4A
chr11	118397095	118401895	-	ENSG00000254873.1	ENSG00000254873
chr11	118401346	118433278	+	ENSG00000167283.9	ATP5MG
chr11	118401602	118482737	+	ENSG00000285827.1	ENSG00000285827
chr11	118415977	118416521	+	ENSG00000269944.1	ENSG00000269944
chr11	118433121	118435206	-	ENSG00000255384.1	ENSG00000255384
chr11	118436456	118526832	+	ENSG00000118058.24	KMT2A
chr11	118510273	118531094	-	ENSG00000255435.7	TTC36-AS1
chr11	118527472	118531197	+	ENSG00000172425.12	TTC36
chr11	118531041	118547280	+	ENSG00000149582.16	TMEM25
chr11	118544528	118572970	-	ENSG00000118096.10	IFT46
chr11	118560690	118561580	+	ENSG00000243431.1	RPL5P30
chr11	118572390	118603033	+	ENSG00000095139.15	ARCN1
chr11	118593988	118594093	+	ENSG00000207185.1	RNU6-1157P
chr11	118606440	118658031	+	ENSG00000019144.20	PHLDB1
chr11	118636620	118638097	+	ENSG00000255176.1	ENSG00000255176
chr11	118644000	118644079	+	ENSG00000284246.1	MIR6716
chr11	118657316	118679690	-	ENSG00000118094.12	TREH
chr11	118688033	118690599	-	ENSG00000255239.2	TREHP1
chr11	118700427	118750263	+	ENSG00000255422.3	ENSG00000255422
chr11	118702342	118702447	+	ENSG00000207462.1	RNU6-376P
chr11	118721104	118729412	-	ENSG00000287238.1	ENSG00000287238
chr11	118747763	118791164	-	ENSG00000110367.14	DDX6
chr11	118791254	118793137	+	ENSG00000278376.1	ENSG00000278376
chr11	118821895	118822084	+	ENSG00000254478.1	ENSG00000254478
chr11	118833846	118834556	-	ENSG00000254621.1	SETP16
chr11	118836010	118836111	+	ENSG00000201535.2	Y_RNA
chr11	118883892	118897787	+	ENSG00000160683.5	CXCR5
chr11	118885841	118887742	-	ENSG00000245869.2	ENSG00000245869
chr11	118893875	118925926	-	ENSG00000186174.13	BCL9L
chr11	118910708	118910787	+	ENSG00000264211.1	MIR4492
chr11	118925164	118958559	+	ENSG00000110375.3	UPK2
chr11	118931216	118931490	+	ENSG00000239726.3	RN7SL688P
chr11	118970498	118970595	+	ENSG00000222529.1	Y_RNA
chr11	118971712	118981287	+	ENSG00000176302.13	FOXR1
chr11	118994334	118994630	+	ENSG00000280502.1	Metazoa_SRP
chr11	118994560	118994655	+	ENSG00000283691.1	Y_RNA
chr11	118994824	118998004	-	ENSG00000255121.2	CENATAC-DT
chr11	118998138	119015793	+	ENSG00000186166.9	CENATAC
chr11	119003012	119003446	-	ENSG00000240970.1	RPL23AP64
chr11	119003742	119004893	-	ENSG00000254428.1	ENSG00000254428
chr11	119005727	119005934	-	ENSG00000254909.1	ENSG00000254909
chr11	119015712	119018691	-	ENSG00000118181.11	RPS25
chr11	119018763	119025454	+	ENSG00000196655.12	TRAPPC4
chr11	119018944	119019012	+	ENSG00000283704.1	ENSG00000283704
chr11	119024114	119030906	-	ENSG00000137700.18	SLC37A4
